
List of user-set options:

                                    Name   Value                used
                           linear_solver = ma57                  yes
                  ma57_automatic_scaling = yes                   yes
                                max_iter = 2000                  yes
                             mu_strategy = adaptive              yes
                             output_file = DynamicOptimization_FtildeState_vAIPOPTinfo.txt  yes
                             print_level = 5                     yes
                      print_user_options = yes                   yes
                                     tol = 1e-006                yes
This is Ipopt version 3.11.0, running with linear solver ma57.

Number of nonzeros in equality constraint Jacobian...:   242731
Number of nonzeros in inequality constraint Jacobian.:    48160
Number of nonzeros in Lagrangian Hessian.............:    85374

Total number of variables............................:    49470
                     variables with only lower bounds:        0
                variables with lower and upper bounds:    49470
                     variables with only upper bounds:        0
Total number of equality constraints.................:    37387
Total number of inequality constraints...............:    24081
        inequality constraints with only lower bounds:    11997
   inequality constraints with lower and upper bounds:       87
        inequality constraints with only upper bounds:    11997

 174 4.1790590e+000 4.03e-001 1.69e-004  -5.5 5.20e-001  -4.6 1.00e+000 1.00e+000h  1
 175 4.1643110e+000 5.30e-001 1.71e-004  -5.6 1.39e+000  -5.1 1.00e+000 1.00e+000h  1
 176 4.1755311e+000 4.64e-001 2.43e-002  -5.2 5.40e+000  -5.6 1.00e+000 5.14e-001h  1
 177 4.2020311e+000 3.35e+001 1.78e-002  -5.0 2.79e+001  -6.1 8.10e-002 5.19e-001h  1
 178 4.1840396e+000 1.32e+001 1.83e-002  -5.3 1.22e+001  -5.6 1.00e+000 6.12e-001h  1
 179 4.1723887e+000 2.01e+000 3.96e-004  -5.3 7.51e+000  -5.2 1.00e+000 1.00e+000h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 180 4.1392174e+000 3.97e+000 6.39e-003  -5.5 1.51e+001  -5.7 8.04e-001 1.00e+000h  1
 181 4.1309137e+000 7.38e-002 6.61e-004  -5.8 6.10e-001  -4.4 9.98e-001 1.00e+000h  1
 182 4.1374987e+000 1.38e-001 2.81e-004  -5.5 1.14e+000  -4.8 1.00e+000 1.00e+000h  1
 183 4.1566257e+000 8.17e+000 6.25e-003  -5.3 3.69e+000  -5.3 1.00e+000 9.09e-001h  1
 184 4.1512494e+000 6.36e+000 1.06e-003  -5.4 8.51e-001  -4.9 1.00e+000 1.00e+000h  1
 185 4.1485380e+000 6.20e+000 1.08e-003  -5.4 2.26e+000  -5.4 1.00e+000 1.00e+000h  1
 186 4.1477488e+000 2.74e+000 1.63e-003  -5.4 8.99e-001  -4.9 1.00e+000 1.00e+000h  1
 187 4.1474899e+000 1.22e+000 2.36e-003  -5.4 6.52e-001  -4.5 1.00e+000 1.00e+000h  1
 188 4.1474044e+000 1.90e-001 4.26e-004  -5.4 1.70e-001  -4.1 1.00e+000 1.00e+000h  1
 189 4.1321828e+000 5.30e-002 2.70e-003  -5.7 5.02e-001  -4.6 9.44e-001 1.00e+000h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 190 4.1207536e+000 5.42e-001 1.30e-004  -5.7 2.09e+000  -5.0 1.00e+000 1.00e+000h  1
 191 4.1118399e+000 2.51e+000 1.02e-003  -6.0 8.30e-001  -4.6 1.00e+000 1.00e+000h  1
 192 4.1203379e+000 1.25e+000 8.56e-004  -5.5 2.97e+000  -5.1 6.13e-001 5.99e-001h  1
 193 4.1159139e+000 1.46e+000 6.02e-004  -5.8 1.30e+000  -4.7 1.00e+000 1.00e+000h  1
 194 4.1092129e+000 1.26e+000 4.88e-004  -5.9 2.72e+000  -5.1 1.00e+000 1.00e+000h  1
 195 4.1046559e+000 4.38e-002 3.06e-004  -6.3 1.29e-001  -3.8 1.00e+000 1.00e+000h  1
 196 4.1058342e+000 4.98e-002 1.03e-004  -6.0 3.17e-001  -4.3 1.00e+000 1.00e+000h  1
 197 4.1029400e+000 1.90e-001 8.92e-004  -6.1 8.64e-001  -4.8 1.00e+000 8.95e-001h  1
 198 4.0996846e+000 3.80e-002 1.12e-004  -6.3 2.71e-001  -4.3 1.00e+000 1.00e+000h  1
 199 4.1033650e+000 2.18e-001 1.21e-002  -6.0 7.19e-001  -4.8 6.59e-001 1.00e+000h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 200 4.1003297e+000 6.75e-002 4.95e-005  -6.2 3.26e-001  -4.4 1.00e+000 1.00e+000h  1
 201 4.0962351e+000 1.08e+000 4.76e-004  -6.4 1.28e+000  -4.9 1.00e+000 1.00e+000h  1
 202 4.1000968e+000 2.93e+000 4.14e-003  -5.9 2.84e+000  -5.3 3.20e-001 5.62e-001h  1
 203 4.0962010e+000 3.58e-001 1.61e-003  -6.2 1.25e+000  -4.9 5.96e-001 1.00e+000h  1
 204 4.1007692e+000 6.88e+000 2.96e-003  -5.8 6.86e+000  -5.4 4.02e-001 6.73e-001h  1
 205 4.0999310e+000 9.86e+000 2.87e-003  -6.1 1.89e+001  -5.0 2.63e-001 1.73e-001h  1
 206 4.0982185e+000 5.14e+000 2.66e-003  -6.1 1.61e+000  -4.5 7.08e-001 5.63e-001h  1
 207 4.0975363e+000 4.05e+000 1.39e-003  -6.1 2.51e+000  -5.0 7.39e-001 2.57e-001h  1
 208 4.0948595e+000 4.62e+000 1.93e-003  -6.1 5.64e+000  -5.5 2.22e-001 6.96e-001h  1
 209 4.0907528e+000 3.09e-001 3.67e-004  -6.3 1.34e+000  -5.1 1.00e+000 1.00e+000h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 210 4.0883757e+000 1.71e-001 9.55e-004  -6.6 4.91e-001  -4.6 1.00e+000 1.00e+000h  1
 211 4.0902413e+000 2.10e-001 6.74e-003  -6.1 1.40e+000  -5.1 2.78e-001 4.86e-001h  1
 212 4.0903434e+000 8.24e-001 5.86e-003  -6.1 3.52e+000  -5.6 6.32e-001 4.74e-001h  1
 213 4.0888229e+000 1.02e+001 8.17e-004  -6.3 1.83e+000  -5.2 1.00e+000 7.88e-001h  1
 214 4.0877999e+000 5.26e+000 5.82e-004  -6.3 3.32e+000  -5.7 3.00e-001 5.08e-001h  1
 215 4.0970986e+000 6.09e+000 8.04e-003  -5.5 9.68e+000  -6.1 1.22e-001 3.17e-001f  1
 216 4.0932581e+000 7.21e+000 4.08e-003  -6.2 3.16e+000  -5.7 2.23e-001 4.58e-001h  1
 217 4.0903116e+000 2.41e+000 1.55e-003  -6.2 1.20e+000  -5.3 9.12e-001 7.31e-001h  1
 218 4.0879477e+000 6.60e+000 8.62e-003  -6.2 3.35e+000  -5.8 5.17e-001 8.41e-001h  1
 219 4.0878076e+000 9.44e+000 7.03e-003  -6.2 1.28e+000  -4.4 8.74e-001 1.00e+000h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 220 4.0918763e+000 7.02e+000 5.27e-003  -5.6 1.99e+000  -4.9 2.09e-001 2.52e-001h  1
 221 4.0915146e+000 5.17e+000 2.42e-002  -6.1 5.26e-001  -3.6 1.00e+000 2.51e-001h  1
 222 4.0900312e+000 5.25e+000 8.11e-004  -6.1 5.77e-001  -4.1 1.00e+000 1.00e+000h  1
 223 4.0896454e+000 7.64e-001 1.32e-003  -6.1 2.35e-001  -4.5 1.00e+000 1.00e+000h  1
 224 4.0875977e+000 8.50e-002 1.68e-004  -6.2 5.85e-001  -5.0 1.00e+000 1.00e+000h  1
 225 4.0866356e+000 1.27e-001 1.23e-004  -6.2 1.69e+000  -5.5 1.00e+000 1.00e+000h  1
 226 4.0962398e+000 1.92e+000 5.14e-003  -5.5 5.84e+000  -6.0 1.80e-001 3.89e-001h  1
 227 4.0939733e+000 5.43e-001 1.31e-002  -6.0 3.06e-001  -3.7 9.76e-001 7.09e-001h  1
 228 4.0916534e+000 7.59e-002 8.12e-004  -6.0 1.39e-001  -4.2 1.00e+000 1.00e+000h  1
 229 4.0905443e+000 3.33e-002 1.15e-004  -6.0 2.46e-001  -4.7 1.00e+000 1.00e+000h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 230 4.0894898e+000 4.11e-002 9.07e-005  -6.0 7.00e-001  -5.2 1.00e+000 1.00e+000h  1
 231 4.0884606e+000 4.19e-001 2.20e-004  -6.0 2.68e+000  -5.6 1.00e+000 9.11e-001h  1
 232 4.0881833e+000 1.94e-001 1.76e-004  -6.0 1.60e+000  -5.2 1.00e+000 1.00e+000h  1
 233 4.0877085e+000 3.54e+000 2.99e-004  -6.0 1.14e+001  -5.7 6.05e-001 6.51e-001h  1
 234 4.0870405e+000 1.51e+000 3.38e-003  -6.0 6.59e+000  -6.2 1.00e+000 5.80e-001h  1
 235 4.0865946e+000 1.68e+000 5.21e-004  -6.0 2.64e+000  -5.7 1.00e+000 1.00e+000h  1
 236 4.0937191e+000 5.80e-001 4.27e-003  -5.8 1.00e+000  -5.3 6.18e-001 1.00e+000h  1
 237 4.0896791e+000 5.11e-002 1.07e-004  -6.0 4.03e-001  -4.9 1.00e+000 1.00e+000h  1
 238 4.0888465e+000 4.29e-001 4.50e-005  -6.0 1.32e+000  -5.4 1.00e+000 1.00e+000h  1
 239 4.0887254e+000 9.82e-002 8.61e-006  -6.0 5.16e-001  -4.9 1.00e+000 1.00e+000h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 240 4.0851954e+000 2.20e+000 9.68e-005  -6.1 1.79e+000  -5.4 1.00e+000 1.00e+000h  1
 241 4.0940795e+000 3.96e+000 4.31e-003  -5.7 9.22e+000  -5.9 5.55e-001 8.31e-001h  1
 242 4.0931942e+000 3.05e+000 9.08e-003  -6.0 3.51e-001  -4.6 1.00e+000 2.29e-001h  1
 243 4.0892093e+000 1.23e-001 3.67e-004  -6.0 3.58e-001  -5.0 1.00e+000 1.00e+000h  1
 244 4.0882772e+000 3.63e-002 8.06e-005  -6.0 1.05e+000  -5.5 1.00e+000 1.00e+000h  1
 245 4.0876310e+000 2.25e-001 5.35e-005  -6.0 3.01e+000  -6.0 1.00e+000 1.00e+000h  1
 246 4.0874674e+000 2.33e-001 3.25e-003  -6.0 6.79e+000  -6.5 1.00e+000 2.20e-001h  1
 247 4.0848543e+000 4.33e+000 1.47e-003  -6.4 1.73e+001  -6.9 1.50e-001 2.64e-001h  1
 248 4.0843406e+000 8.36e-001 8.44e-004  -6.1 6.95e-001  -5.6 1.00e+000 1.00e+000h  1
 249 4.0835234e+000 4.06e+000 4.84e-004  -6.1 1.70e+000  -6.1 9.77e-001 1.00e+000h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 250 4.0806389e+000 4.65e-001 3.26e-004  -6.2 8.37e-001  -5.7 1.00e+000 1.00e+000h  1
 251 4.0794897e+000 7.00e-001 2.28e-003  -6.3 3.89e-001  -5.2 9.93e-001 1.00e+000h  1
 252 4.0824886e+000 2.13e-001 2.97e-003  -6.0 1.44e-001  -3.9 7.80e-001 7.04e-001h  1
 253 4.0826028e+000 6.56e-002 5.91e-004  -6.1 1.15e-001  -4.4 1.00e+000 1.00e+000h  1
 254 4.0803794e+000 5.01e-002 1.27e-004  -6.2 1.08e-001  -4.9 1.00e+000 1.00e+000h  1
 255 4.0780310e+000 2.07e-002 5.80e-004  -6.5 7.44e-002  -4.4 9.65e-001 1.00e+000h  1
 256 4.0772577e+000 1.09e-001 3.02e-005  -6.6 1.29e-001  -4.9 1.00e+000 1.00e+000h  1
 257 4.0785510e+000 1.05e+000 1.19e-003  -6.3 8.46e-001  -5.4 5.66e-001 7.04e-001h  1
 258 4.0775066e+000 8.38e-002 4.51e-004  -6.5 1.88e-001  -5.0 1.00e+000 1.00e+000h  1
 259 4.0770329e+000 7.03e-001 2.96e-004  -6.5 9.14e-001  -5.5 1.00e+000 1.00e+000h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 260 4.0761441e+000 1.49e-001 1.34e-004  -6.7 2.41e-001  -5.0 1.00e+000 1.00e+000h  1
 261 4.0775297e+000 1.39e-001 7.96e-004  -6.4 1.77e-001  -4.6 9.21e-001 1.00e+000h  1
 262 4.0801802e+000 1.46e-001 2.00e-004  -6.2 2.20e-001  -5.1 1.00e+000 1.00e+000h  1
 263 4.0793184e+000 6.17e-003 1.10e-004  -6.3 5.79e-002  -4.6 1.00e+000 1.00e+000h  1
 264 4.0778959e+000 3.32e-001 2.27e-004  -6.4 3.65e-001  -5.1 1.00e+000 9.97e-001h  1
 265 4.0775089e+000 2.05e-001 6.72e-004  -6.5 5.28e-001  -5.6 1.00e+000 3.82e-001h  1
 266 4.0769976e+000 8.23e-001 6.90e-004  -6.5 1.55e+000  -6.1 1.00e+000 6.08e-001h  1
 267 4.0767181e+000 5.45e-001 4.89e-005  -6.5 5.81e-001  -5.7 1.00e+000 9.20e-001h  1
 268 4.0766652e+000 9.47e-002 1.78e-006  -6.5 2.17e-001  -5.2 1.00e+000 1.00e+000h  1
 269 4.0791200e+000 7.07e-001 8.54e-005  -6.3 1.75e+000  -5.7 1.00e+000 1.00e+000h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 270 4.0781686e+000 6.63e-002 5.69e-005  -6.4 7.98e-001  -5.3 1.00e+000 1.00e+000h  1
 271 4.0780641e+000 2.59e+000 3.33e-004  -6.4 6.87e+000  -5.8 1.00e+000 6.19e-001h  1
 272 4.0779497e+000 5.02e+000 3.60e-004  -6.4 5.63e+000  -5.3 1.00e+000 5.95e-001h  1
 273 4.0779050e+000 2.70e+000 7.76e-004  -6.4 3.71e+000  -5.8 2.73e-002 4.57e-001h  1
 274 4.0777216e+000 6.34e-001 1.94e-004  -6.4 6.24e+000  -6.3 1.00e+000 8.74e-001h  1
 275 4.0776757e+000 5.45e-001 1.83e-004  -6.4 2.09e+000  -5.9 1.00e+000 1.00e+000h  1
 276 4.0776559e+000 5.57e-001 9.38e-005  -6.4 5.88e-001  -5.4 1.00e+000 1.00e+000h  1
 277 4.0776005e+000 5.21e-001 2.66e-004  -6.4 1.54e+000  -5.9 1.00e+000 1.00e+000h  1
 278 4.0775815e+000 1.31e-001 4.95e-005  -6.4 5.74e-001  -5.5 1.00e+000 1.00e+000h  1
 279 4.0775284e+000 1.21e-001 1.09e-005  -6.4 1.64e+000  -6.0 1.00e+000 1.00e+000h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 280 4.0773954e+000 1.12e-001 2.44e-005  -6.4 4.48e+000  -6.4 1.00e+000 1.00e+000h  1
 281 4.0773931e+000 4.92e-002 8.89e-006  -6.4 2.16e-001  -5.1 1.00e+000 1.00e+000h  1
 282 4.0764626e+000 1.79e+000 4.79e-004  -6.5 6.60e-001  -5.6 1.00e+000 1.00e+000h  1
 283 4.0757492e+000 4.36e-001 1.86e-004  -6.6 4.16e-001  -5.2 1.00e+000 1.00e+000h  1
 284 4.0779821e+000 1.44e+000 4.06e-003  -6.3 6.32e-001  -5.6 4.23e-001 1.00e+000h  1
 285 4.0761847e+000 4.33e-001 2.31e-004  -6.5 3.21e-001  -5.2 1.00e+000 9.85e-001h  1
 286 4.0760768e+000 6.50e-002 2.97e-004  -6.5 2.53e-001  -4.8 1.00e+000 8.87e-001h  1
 287 4.0754854e+000 1.06e-001 1.14e-004  -6.6 2.93e-001  -5.3 1.00e+000 1.00e+000h  1
 288 4.0746353e+000 7.30e-001 1.25e-004  -6.7 8.43e-001  -5.7 1.00e+000 1.00e+000h  1
 289 4.0746356e+000 5.69e-001 5.29e-004  -6.7 2.71e-001  -4.4 8.14e-001 1.00e+000h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 290 4.0768067e+000 1.17e+001 7.88e-003  -6.4 2.63e+000  -4.9 5.45e-001 9.72e-001h  1
 291 4.0754400e+000 8.69e-001 3.28e-003  -6.6 1.32e+000  -5.4 4.78e-001 1.00e+000h  1
 292 4.0753864e+000 3.54e-002 6.84e-005  -6.6 4.61e-001  -4.9 1.00e+000 1.00e+000h  1
 293 4.0747808e+000 4.95e-001 6.24e-004  -6.7 1.51e+000  -5.4 5.60e-001 1.00e+000h  1
 294 4.0744084e+000 1.43e+000 2.87e-004  -6.7 5.49e+000  -5.9 9.86e-001 8.37e-001h  1
 295 4.0761133e+000 1.41e+000 5.20e-004  -6.4 1.01e+001  -6.4 6.72e-001 7.01e-001f  1
 296 4.0756075e+000 2.04e+000 3.19e-003  -6.5 1.07e+001  -6.8 1.00e+000 4.75e-001h  1
 297 4.0754841e+000 1.71e+000 3.24e-003  -6.5 1.04e+001  -7.3 5.58e-001 1.60e-001h  1
 298 4.0749964e+000 9.04e-001 6.16e-005  -6.5 4.25e+000  -6.9 1.00e+000 1.00e+000h  1
 299 4.0749729e+000 2.46e+001 5.73e-005  -6.5 1.48e+000  -6.5 8.95e-001 1.00e+000h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 300 4.0749028e+000 2.65e+000 5.91e-005  -6.5 3.13e+000  -7.0 1.00e+000 9.62e-001h  1
 301 4.0748715e+000 1.90e+000 8.91e-005  -6.5 1.66e+001  -7.4 2.10e-001 2.92e-001h  1
 302 4.0747956e+000 1.16e+000 1.29e-003  -6.5 2.78e+001  -7.9 8.08e-001 4.23e-001h  1
 303 4.0747810e+000 1.05e+000 2.94e-003  -6.5 3.43e+001  -8.4 7.05e-001 9.37e-002h  1
 304 4.0747190e+000 1.12e+000 6.91e-004  -6.5 8.81e+000  -8.0 1.00e+000 8.21e-001h  1
 305 4.0747028e+000 9.09e-001 1.56e-003  -6.5 1.45e+001  -8.4 9.33e-001 5.13e-001h  1
 306 4.0747088e+000 5.11e-002 1.13e-004  -6.5 2.30e+000  -6.2 1.00e+000 1.00e+000h  1
 307 4.0731842e+000 7.07e-001 4.02e-004  -7.0 1.17e+000  -5.8 8.28e-001 7.39e-001h  1
 308 4.0730168e+000 1.08e-001 1.01e-003  -6.9 2.88e-001  -5.3 1.00e+000 8.91e-001h  1
 309 4.0740189e+000 4.45e-001 8.72e-003  -6.6 4.60e-001  -5.8 4.20e-001 1.00e+000h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 310 4.0732793e+000 5.06e-002 3.23e-004  -6.9 1.27e-001  -4.5 1.00e+000 1.00e+000h  1
 311 4.0742391e+000 1.02e-002 2.69e-004  -6.6 1.60e-001  -5.0 9.82e-001 1.00e+000h  1
 312 4.0738633e+000 4.94e-002 2.14e-005  -6.7 2.00e-001  -5.5 1.00e+000 1.00e+000h  1
 313 4.0729436e+000 1.09e+000 2.60e-005  -6.9 1.15e+000  -5.9 1.00e+000 1.00e+000h  1
 314 4.0725432e+000 1.30e+000 1.44e-004  -7.1 3.24e+000  -5.5 1.00e+000 1.00e+000h  1
 315 4.0738448e+000 2.85e+000 9.74e-003  -6.2 1.97e+001  -6.0 1.07e-001 2.32e-001h  1
 316 4.0730881e+000 2.65e-001 3.97e-003  -6.9 1.14e+000  -4.7 2.58e-001 1.00e+000h  1
 317 4.0730446e+000 4.29e-001 1.31e-004  -6.9 8.86e-001  -5.1 1.00e+000 1.00e+000h  1
 318 4.0727927e+000 7.35e-002 2.41e-004  -7.0 2.78e-001  -4.7 1.00e+000 1.00e+000h  1
 319 4.0726954e+000 6.98e-002 1.09e-004  -7.0 3.69e-001  -5.2 1.00e+000 1.00e+000h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 320 4.0722956e+000 3.96e-002 7.25e-005  -7.2 1.07e-001  -4.8 1.00e+000 1.00e+000h  1
 321 4.0720198e+000 9.01e-003 9.53e-005  -7.5 3.99e-002  -4.3 1.00e+000 1.00e+000h  1
 322 4.0721629e+000 3.14e-002 8.99e-004  -7.3 1.01e-001  -4.8 1.00e+000 7.92e-001h  1
 323 4.0720564e+000 3.45e-002 6.63e-005  -7.4 2.20e-001  -5.3 1.00e+000 1.00e+000h  1
 324 4.0720068e+000 8.52e-002 3.33e-005  -7.4 5.74e-001  -5.8 1.00e+000 9.67e-001h  1
 325 4.0725168e+000 6.79e-002 1.78e-005  -7.0 1.27e+000  -6.2 9.00e-001 9.03e-001f  1
 326 4.0723444e+000 1.35e-003 2.50e-006  -7.1 1.08e-001  -4.9 1.00e+000 1.00e+000h  1
 327 4.0729405e+000 1.11e-002 6.97e-006  -6.9 1.74e-001  -5.4 1.00e+000 1.00e+000h  1
 328 4.0726978e+000 6.10e-004 1.92e-006  -7.0 7.48e-002  -5.0 1.00e+000 1.00e+000h  1
 329 4.0721949e+000 3.94e-001 1.77e-003  -7.2 3.98e-001  -5.4 7.22e-001 1.00e+000h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 330 4.0721730e+000 5.40e-002 2.06e-004  -7.2 1.04e-001  -4.1 1.00e+000 1.00e+000h  1
 331 4.0720237e+000 5.84e-003 1.11e-004  -7.3 6.87e-002  -4.6 1.00e+000 1.00e+000h  1
 332 4.0717808e+000 1.52e-002 3.83e-005  -7.8 4.50e-002  -4.2 1.00e+000 1.00e+000h  1
 333 4.0719862e+000 2.04e-001 2.28e-003  -7.2 3.47e-001  -4.6 7.15e-001 4.63e-001h  1
 334 4.0719692e+000 1.57e-002 1.94e-004  -7.4 1.15e-001  -5.1 1.00e+000 1.00e+000h  1
 335 4.0719602e+000 2.66e-002 3.63e-004  -7.4 2.69e-001  -5.6 1.00e+000 3.42e-001h  1
 336 4.0719554e+000 2.27e-002 6.72e-004  -7.4 7.58e-001  -6.1 1.00e+000 1.45e-001f  1
 337 4.0719387e+000 3.07e-002 8.22e-006  -7.4 2.94e-001  -5.6 1.00e+000 1.00e+000f  1
 338 4.0719263e+000 7.20e-001 1.58e-004  -7.4 8.43e-001  -6.1 1.00e+000 6.77e-001h  1
 339 4.0719122e+000 3.05e+000 1.40e-004  -7.4 5.47e+000  -6.6 6.02e-001 4.83e-001h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 340 4.0719112e+000 8.41e-002 1.71e-005  -7.4 3.57e-001  -5.3 1.00e+000 1.00e+000h  1
 341 4.0719071e+000 8.36e-002 1.38e-005  -7.4 2.53e-001  -5.7 1.00e+000 1.00e+000h  1
 342 4.0719054e+000 9.54e-002 1.32e-005  -7.4 9.78e-002  -5.3 1.00e+000 1.00e+000h  1
 343 4.0719046e+000 1.12e-001 2.13e-005  -7.4 1.33e-001  -4.9 1.00e+000 1.00e+000h  1
 344 4.0719042e+000 1.83e-002 1.28e-005  -7.4 5.79e-002  -4.5 1.00e+000 1.00e+000h  1
 345 4.0719030e+000 8.79e-002 2.36e-005  -7.4 1.79e-001  -4.9 1.00e+000 1.00e+000h  1
 346 4.0718996e+000 6.05e-001 6.27e-005  -7.4 4.56e-001  -5.4 9.57e-001 1.00e+000h  1
 347 4.0718936e+000 2.59e-001 3.17e-005  -7.4 1.00e+000  -5.9 7.48e-001 1.00e+000h  1
 348 4.0718885e+000 1.53e-001 1.46e-004  -7.4 4.15e+000  -6.4 9.29e-001 2.47e-001h  1
 349 4.0718818e+000 3.36e-002 4.52e-006  -7.4 1.15e+000  -5.9 1.00e+000 1.00e+000h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 350 4.0718686e+000 1.35e-001 3.94e-005  -7.4 2.86e+000  -6.4 1.00e+000 8.01e-001h  1
 351 4.0718556e+000 9.71e-002 1.78e-004  -7.4 4.60e+000  -6.9 1.00e+000 4.51e-001h  1
 352 4.0718549e+000 4.96e-002 1.47e-005  -7.4 2.41e-001  -5.6 1.00e+000 1.00e+000h  1
 353 4.0718548e+000 3.38e-003 3.59e-006  -7.4 2.70e-002  -4.2 1.00e+000 1.00e+000h  1
 354 4.0716727e+000 3.77e-002 1.84e-005  -7.6 6.06e-002  -4.7 1.00e+000 1.00e+000h  1
 355 4.0715462e+000 1.47e-002 1.37e-005  -8.0 7.01e-002  -4.3 1.00e+000 1.00e+000h  1
Reallocating memory for MA57: lfact (4346608)
 356 4.0716603e+000 1.44e-001 1.18e-003  -7.5 4.36e-001  -4.8 8.69e-001 6.63e-001h  1
 357 4.0716417e+000 4.07e-002 6.15e-005  -7.7 1.89e-001  -4.3 1.00e+000 1.00e+000h  1
 358 4.0716302e+000 3.37e-001 8.17e-005  -7.7 6.87e-001  -4.8 1.00e+000 1.00e+000h  1
 359 4.0716055e+000 1.98e+000 2.46e-004  -7.7 1.62e+000  -5.3 5.45e-001 1.00e+000h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 360 4.0715998e+000 6.26e-001 8.24e-005  -7.7 1.25e+000  -5.8 8.34e-001 6.75e-001h  1
 361 4.0715900e+000 2.44e-001 1.61e-004  -7.7 2.49e+000  -6.3 1.00e+000 5.76e-001h  1
 362 4.0715872e+000 2.18e-001 3.27e-004  -7.7 3.72e+000  -6.7 1.00e+000 1.03e-001h  1
 363 4.0715788e+000 1.76e-001 4.01e-004  -7.7 6.15e+000  -7.2 1.00e+000 1.84e-001h  1
 364 4.0715764e+000 4.26e-003 3.15e-006  -7.7 6.71e-001  -5.9 1.00e+000 1.00e+000h  1
 365 4.0715753e+000 1.24e-003 7.47e-007  -7.7 2.12e-001  -5.5 1.00e+000 1.00e+000h  1
 366 4.0714988e+000 4.65e-002 5.74e-006  -7.9 7.79e-001  -5.9 1.00e+000 1.00e+000h  1
 367 4.0714139e+000 1.61e-002 1.44e-005  -8.3 4.49e-001  -5.5 1.00e+000 1.00e+000h  1
 368 4.0715648e+000 6.39e-002 1.88e-004  -7.1 3.78e+000  -6.0 1.87e-001 2.17e-001h  1
 369 4.0715475e+000 4.74e-002 2.00e-003  -7.8 1.09e+000  -6.5 3.33e-001 2.58e-001h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 370 4.0715276e+000 8.95e-002 1.19e-003  -7.8 2.90e+000  -6.0 1.00e+000 3.71e-001h  1
 371 4.0715181e+000 6.50e-002 1.07e-003  -7.8 9.00e-001  -6.5 1.00e+000 2.78e-001h  1
 372 4.0714835e+000 2.14e-001 1.88e-006  -7.8 2.55e+000  -7.0 1.00e+000 1.00e+000h  1
 373 4.0714759e+000 2.44e-001 4.30e-004  -7.8 6.14e+000  -7.5 1.00e+000 4.20e-001h  1
 374 4.0714699e+000 6.52e-001 5.01e-006  -7.8 2.38e+000  -7.0 1.00e+000 1.00e+000h  1
 375 4.0714689e+000 4.02e-001 5.04e-005  -7.8 7.45e-001  -6.6 1.00e+000 4.42e-001h  1
 376 4.0714615e+000 6.03e+000 4.45e-005  -7.8 3.99e+000  -7.1 1.00e+000 9.64e-001f  1
 377 4.0714569e+000 3.73e+000 3.15e-004  -7.8 2.76e+000  -7.6 1.00e+000 3.97e-001h  1
 378 4.0714551e+000 2.12e-001 2.70e-005  -7.8 8.00e-001  -6.2 9.08e-001 1.00e+000h  1
 379 4.0714526e+000 3.64e-001 1.23e-005  -7.8 9.37e-001  -6.7 1.00e+000 1.00e+000h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 380 4.0714508e+000 2.74e-001 1.61e-004  -7.8 2.90e+000  -7.2 1.00e+000 2.54e-001h  1
 381 4.0714498e+000 7.51e-001 2.67e-004  -7.8 3.77e+001    -  4.49e-002 2.27e-002h  1
